task_id,hostname,processed_entries,runtime_mapper,runtime_setup,runtime_rdf_creation,runtime_event_loop
27,jupyter-lpaciose,22999,4.597870111465454,0.0018279552459716797,1.6164531707763672,2.9795358180999756
