task_id,hostname,processed_entries,runtime_mapper,runtime_setup,runtime_rdf_creation,runtime_event_loop
15,jupyter-lpaciose,45998,5.2843451499938965,0.0051729679107666016,2.3506999015808105,2.9284110069274902
