task_id,cpu_percent,memory_rss,memory_percent_rss,net_read,timestamp,hostname
16,0.0,616935424,3.6780424147380546,931311683,2025-05-12 16:17:04.667020,jupyter-lpaciose
16,1.0,617811968,3.683268190216274,939380429,2025-05-12 16:17:05.667684,jupyter-lpaciose
16,1.0,615211008,3.667761800362679,948976326,2025-05-12 16:17:06.668302,jupyter-lpaciose
16,8.0,617488384,3.681339048801417,963620859,2025-05-12 16:17:07.669095,jupyter-lpaciose
16,66.9,633290752,3.775549524478851,975716048,2025-05-12 16:17:08.669743,jupyter-lpaciose
16,18.0,643571712,3.836842498545818,1002772765,2025-05-12 16:17:09.670554,jupyter-lpaciose
