task_id,hostname,processed_entries,runtime_mapper,runtime_setup,runtime_rdf_creation,runtime_event_loop
12,jupyter-lpaciose,45998,4.775951862335205,0.0011780261993408203,2.364640951156616,2.4100799560546875
