task_id,cpu_percent,memory_rss,memory_percent_rss,net_read,timestamp,hostname
3,0.0,661925888,3.9462663299378815,4845006052,2025-05-14 12:50:27.670625,jupyter-lpaciose
3,4.0,663224320,3.9540073151088895,4856823964,2025-05-14 12:50:28.670994,jupyter-lpaciose
3,8.0,668061696,3.982846758285418,4859942824,2025-05-14 12:50:29.671414,jupyter-lpaciose
3,70.0,654352384,3.901114653025602,4872196408,2025-05-14 12:50:30.671816,jupyter-lpaciose
3,14.0,654520320,3.902115853000401,4880619999,2025-05-14 12:50:31.672298,jupyter-lpaciose
3,1.0,658571264,3.926266749953481,4895200581,2025-05-14 12:50:32.672769,jupyter-lpaciose
3,7.0,666947584,3.9762046511355313,4909315937,2025-05-14 12:50:33.673261,jupyter-lpaciose
