task_id,cpu_percent,memory_rss,memory_percent_rss,net_read,timestamp,hostname
29,0.0,657747968,3.9213584281258074,1188359801,2025-05-12 16:17:19.909337,jupyter-lpaciose
29,6.0,656265216,3.9125185649336793,1201660261,2025-05-12 16:17:20.909799,jupyter-lpaciose
29,7.0,644341760,3.841433366722945,1206219299,2025-05-12 16:17:21.910388,jupyter-lpaciose
